ASV;C1A17;C1F18;C1A18;C2A17;C2F18;C2A18;C3A17;C3F18;C3A18;C4A17;C4F18;C4A18;F1A17;F1F18;F1A18;F2A17;F2F18;F2A18;F3A17;F3F18;F3A18;F4A17;F4F18;F4A18;H1A17;H1F18;H1A18;H2A17;H2F18;H2A18;H3A17;H3F18;H3A18;H4A17;H4F18;H4A18;P1F18;P1A18;P2F18;P3F18;P4F18;Q1A17;Q1F18;Q2A17;Q2F18;Q3A17;Q3F18;Q3A18;Q4A17;Q4F18;Q4A18;L1A17;L1F18;L1A18;L2A17;L2F18;L2A18;L3A17;L3F18;L3A18;L4A17;L4F18;L4A18
ASV0315;9;19;0;6;49;13;357;116;0;13;88;30;0;171;0;0;82;0;0;31;0;0;25;0;0;7;0;0;0;0;0;0;0;0;0;0;0;360;0;0;0;9;1;31;0;33;0;0;23;10;0;0;0;0;0;0;0;17;0;0;0;0;0
ASV0316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;0;562;0;487;0;0;350;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0325;0;0;67;0;29;0;0;0;0;0;0;68;73;19;0;0;0;0;0;66;0;0;0;42;30;0;40;0;0;48;0;30;0;0;0;58;0;0;0;25;0;0;52;0;57;130;172;18;0;0;14;0;0;71;60;74;61;0;59;0;0;0;77
ASV0342;184;1;0;8;18;6;25;43;720;6;50;254;16;0;0;1;0;18;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0343;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0348;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;977;0;0;0;34;0;124;0;74;0;0;90;0;0;0;0;0;0;0;0;11;0;0;0;0;0
ASV0349;0;0;24;0;0;0;0;0;0;0;0;0;67;0;31;0;27;0;0;22;0;0;0;0;0;0;45;34;0;42;78;33;0;50;0;64;36;0;0;67;0;0;0;58;65;43;159;73;0;0;0;48;0;60;0;45;67;0;21;0;0;0;78
ASV0351;0;42;24;0;30;47;0;0;24;0;0;0;151;35;83;58;8;47;0;37;41;0;59;140;0;0;61;0;0;73;59;0;60;66;0;68;0;0;0;0;0;35;0;0;0;14;0;35;0;0;0;0;0;0;0;0;16;0;0;0;0;0;9
ASV0352;0;60;203;0;61;123;18;0;177;0;126;152;94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;0;0;122;10;0;78;0;0;39
ASV0355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;0;0;83;0;0;67;0;92;0;105;101;113;0;0;0;0;0;0;88;0;0;121;85;0;0;0;0;106;23;0;94;64;34;67
ASV0357;0;5;24;0;1;19;0;0;66;0;42;34;835;0;10;61;0;4;23;0;0;52;0;8;33;0;0;28;0;0;6;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;6;0;0;20;7
ASV0366;0;0;0;0;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;127;0;0;0;0;0;0;87;0;0;156;0;0;704;0;0;0;0;0;72;0;0
ASV0371;0;47;81;0;49;56;0;0;57;0;0;50;0;0;0;0;0;24;19;0;0;0;0;115;25;51;92;0;87;0;0;58;0;46;0;50;57;30;35;109;97;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0
ASV0374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;511;0;400;0;0;277;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0382;0;154;0;0;0;11;0;0;0;0;0;0;0;0;0;0;77;0;0;187;0;0;146;0;0;100;0;0;60;0;0;57;0;0;68;0;51;0;84;36;102;0;0;7;0;0;0;42;0;0;0;0;0;0;0;0;0;13;0;0;5;0;0
ASV0383;0;7;21;0;7;18;0;0;44;0;23;32;791;0;10;56;0;7;34;0;0;49;0;6;33;0;0;26;0;0;3;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;10;0;0;0;0;0;12;1
ASV0386;398;0;0;0;0;0;66;0;0;68;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;227;0;0;54;0;0;78;0;0;110
ASV0387;0;53;32;0;16;73;0;0;30;0;15;26;0;14;74;0;32;30;0;27;152;0;0;39;0;0;15;0;18;17;0;24;14;0;23;84;139;13;85;32;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;15;0
ASV0395;0;140;0;0;0;0;0;0;0;0;0;0;0;48;0;0;94;0;0;153;0;0;130;0;0;85;22;0;59;0;0;55;0;0;23;15;42;0;87;40;79;0;0;25;0;0;0;34;0;0;0;0;0;0;0;0;0;11;9;0;8;0;0
ASV0397;4;17;0;0;38;0;287;96;40;0;68;0;33;121;4;0;65;0;0;32;0;0;7;8;0;0;0;0;0;0;0;0;4;0;0;0;0;246;0;0;0;11;4;28;0;23;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;0;937;0;0;0;0;0;140;0;0;0
ASV0403;0;3;71;0;0;35;0;0;86;0;0;153;0;0;12;2;1;56;0;6;12;0;8;33;0;17;57;0;0;67;7;0;53;5;22;157;28;7;25;29;38;0;0;7;0;0;6;42;1;0;8;0;0;0;0;26;0;0;7;0;0;33;0
ASV0405;10;15;0;0;44;0;277;103;11;3;67;0;0;125;0;0;70;0;0;33;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;259;0;0;0;11;0;31;0;16;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0411;0;0;0;0;288;0;61;454;0;0;284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0413;135;0;0;0;0;0;0;0;0;36;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;52;0;115;0;0;0;0;0;0;618;0;0;0;0;0
ASV0423;0;108;59;0;19;0;0;36;59;0;11;75;68;0;0;0;29;0;0;45;0;0;56;0;10;0;0;20;0;0;0;113;0;0;65;64;0;0;86;0;0;0;0;35;0;42;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0425;0;27;0;0;0;0;0;0;16;0;0;0;0;0;24;0;0;52;0;0;21;0;102;50;42;0;0;0;33;51;0;0;0;59;0;56;0;40;0;0;0;0;0;0;0;45;0;58;86;0;81;0;0;0;0;0;70;0;0;97;0;0;25
ASV0427;133;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;0;0;0;0;0;0;115;0;0;0;0;0;0;655;0;0;0;0;0
ASV0434;0;56;33;0;15;58;0;0;20;0;19;16;0;20;84;0;27;21;0;28;111;0;16;34;0;0;7;0;18;4;0;12;15;0;12;61;130;20;78;28;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;3;0
ASV0435;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;420;0;0;0;0;0;16;0;0;0;0;0;0;42;0;1;0;0;71;0;0;0;0;0;0;79;0;0;136;0;0;175;0;0;0;0;0;51;0
ASV0436;134;4;0;10;14;6;20;51;542;4;38;178;11;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0440;0;0;15;0;0;46;0;0;11;0;0;0;0;0;251;0;0;92;19;0;371;0;12;120;38;0;14;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0442;0;0;0;0;103;0;0;0;0;0;130;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;73;0;0;63;0;40;0;53;0;0;0;45;0;160;0;140;0;0;79;0;0;0;0;0;63;0;0;33;0;0;0;0
ASV0444;132;3;0;13;4;4;12;35;519;10;44;192;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0445;0;35;30;0;17;34;0;0;26;0;0;0;97;0;65;43;15;51;0;31;15;0;29;111;0;0;57;0;0;50;52;0;52;65;0;52;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;20;0;0;0;0;0;8
ASV0448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;0;0;736;0;0;82;0;0;102;0;0;0
ASV0449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0451;341;0;0;0;0;0;38;0;0;33;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;227;0;0;72;0;0;54;0;0;101
ASV0452;0;41;28;0;45;0;0;26;0;0;67;29;0;47;48;0;110;73;0;134;35;0;126;41;0;11;0;0;0;0;0;0;0;0;0;0;0;67;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0
ASV0454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;28;0;82;76;102;0;62;110;72;70;107;0;97;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;4;0;0;0;0;0
ASV0456;0;0;0;0;0;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;6;435;0;0;0;0;0;0;0;0;0;0;0;0;68;0;0;0;0;0;0;0;0;0;0;0;56;0;0;93;0;0;144;0;0;76;0;0;0;0
ASV0460;0;0;0;0;240;0;0;411;13;0;271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0462;0;60;0;0;0;0;0;106;0;0;81;0;0;0;0;0;35;0;0;30;0;0;35;0;0;66;0;0;0;0;0;0;0;0;0;0;48;0;57;65;0;0;0;0;218;0;100;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0
ASV0468;0;33;26;0;17;31;0;0;14;0;0;0;106;0;41;37;20;44;0;30;14;0;39;117;0;0;41;0;0;49;50;0;71;40;0;48;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;19;0;0;0;0;0;11
ASV0469;62;10;18;0;7;0;0;36;0;0;19;25;72;0;0;58;14;35;25;36;25;0;32;54;0;23;0;0;79;17;0;64;0;0;52;0;0;11;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;76;0;0;0
ASV0470;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;0;0;722;0;0;0;0;0;130;0;0;0
ASV0477;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;68;0;70;46;0;59;53;0;90;68;0;0;78;62;70;0;0;0;0;0;0;65;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0
ASV0501;0;0;0;0;0;0;0;20;30;0;21;40;0;0;0;26;0;49;0;0;72;0;0;185;26;0;0;52;0;0;68;0;0;0;0;0;0;39;0;0;0;0;0;38;0;0;0;52;63;0;0;0;0;48;0;0;0;0;0;0;0;15;0
ASV0506;0;77;0;0;64;0;0;101;0;0;54;0;75;0;36;87;0;0;16;0;17;0;0;0;60;0;0;0;43;25;35;49;0;42;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
ASV0507;6;0;157;6;44;0;0;55;132;0;0;126;85;0;0;67;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;0;0;43
ASV0510;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;74;31;0;67;0;0;64;48;0;101;76;0;0;58;64;68;0;0;0;0;0;0;57;0;0;56;0;0;0;0;0;0;0;0;0;0;0;19
ASV0514;0;37;35;0;35;0;0;0;0;0;0;38;0;54;33;0;97;37;0;134;14;0;129;38;0;49;0;0;25;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0528;0;0;0;0;19;50;0;0;0;0;0;0;0;0;231;0;0;53;0;0;316;0;0;95;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0536;0;0;0;0;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;0;0;561;0;0;0;0;0;54;0;0
ASV0540;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;4;0;206;0;0;103;0;0;0;0;0;13;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;64;0;0;90;0;132;0;0;13;76;0
ASV0556;0;6;135;0;0;274;0;11;32;0;0;74;0;0;39;0;6;8;0;3;63;0;0;17;0;0;0;0;0;0;0;0;2;0;0;11;2;0;10;3;5;0;0;0;17;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0559;0;0;0;0;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;48;0;0;68;0;0;0;0;0;60;0;22;0;170;0;90;0;0;94;0;0;0;0;0;61;0;0;0;0;0;0;0
ASV0561;0;10;32;0;0;49;0;0;19;0;0;14;0;0;86;0;14;33;0;17;112;0;0;43;0;0;7;0;7;15;0;0;11;0;0;80;23;9;30;12;26;0;0;0;0;0;14;0;0;0;0;0;0;67;0;0;0;0;0;0;0;0;0
ASV0569;0;0;0;0;0;0;0;0;0;0;0;16;0;0;15;0;0;0;0;0;0;0;0;0;353;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;7;44;0;0;0;0;0;0;0;89;0;0;116;0;0;39;0;0;0;0
ASV0573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;158;0;0;0;0;381;0;0;168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0599;0;0;0;0;24;0;0;315;0;0;302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;63;0;0;35;0;74;0;94;57;67;0;0;0;0;0;0;0;0;0;0;0;0;0;69;0;0;0;0;81;0;0;59
ASV0603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;0;0;507;0;0;0;0;0;53;0;0
ASV0612;0;17;66;0;0;0;0;25;88;0;27;58;22;0;0;0;8;0;0;24;0;0;16;0;48;0;0;21;0;0;0;93;0;0;23;0;0;0;33;0;0;0;0;14;3;34;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0615;0;0;0;0;0;40;0;0;0;0;0;0;64;0;0;21;0;25;0;0;0;0;0;23;0;0;46;0;0;40;0;22;0;0;0;0;0;0;0;0;0;0;0;0;49;0;113;0;0;0;0;0;0;48;0;0;49;0;0;0;22;0;81
ASV0618;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;43;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;62;52;0;0;0;119;0;107;0;0;68;0;0;0;0;0;55;0;0;0;0;0;61;0
ASV0624;7;8;0;0;31;0;162;62;0;10;32;0;0;69;0;0;43;0;0;6;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154;0;0;0;12;0;13;0;12;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0631;0;9;37;0;0;60;0;0;18;0;0;16;0;0;93;0;7;42;0;4;82;0;0;36;0;0;17;0;7;7;0;0;14;0;0;61;15;7;15;10;18;0;0;0;0;0;8;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0
ASV0634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175;0;0;154;0;291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0636;0;16;30;0;24;17;0;128;101;0;76;72;23;0;0;0;0;0;0;0;0;0;0;0;27;0;0;11;38;0;0;33;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0637;0;0;132;0;0;40;0;0;144;0;0;130;59;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;53
ASV0638;0;0;0;0;0;15;0;0;21;0;0;0;0;0;21;0;0;53;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;77;0;0;0;54;0;0;49;0;0;0;0;29;0;44;0;108;0;60;0
ASV0641;15;24;0;0;0;0;0;0;18;0;0;26;10;0;0;0;0;17;0;42;0;0;27;16;0;0;0;0;0;0;0;0;0;0;0;1;0;96;0;0;0;0;0;95;0;125;0;0;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0646;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;36;0;0;0;0;0;0;102;0;0;14;0;0;376;0;0;0;0;0;6;0;0
ASV0648;0;97;0;0;35;0;0;271;0;0;204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0652;0;0;0;0;0;0;0;0;0;0;0;38;17;0;33;59;0;0;0;0;0;0;0;0;0;0;0;26;0;27;42;66;59;0;44;28;0;0;27;0;0;0;0;0;0;0;0;0;0;0;114;0;0;0;0;0;0;10;0;0;0;15;0
ASV0662;0;61;0;0;0;0;0;101;0;0;0;0;0;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;0;101;0;0;54;0;0;0;0;0;50;0;0;0;0;0;0;0
ASV0676;0;0;0;0;0;10;0;0;0;0;0;90;43;0;9;0;20;29;0;56;0;8;19;0;0;0;35;0;0;0;0;0;0;13;0;25;0;66;0;0;0;0;0;0;0;64;0;0;78;0;0;0;0;0;0;0;0;0;0;0;0;7;0
ASV0677;0;0;13;0;0;24;0;0;10;0;0;6;0;0;154;0;21;41;0;0;206;0;0;67;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;12
ASV0682;0;62;0;0;40;0;0;16;0;0;27;0;0;0;97;0;17;0;0;14;0;0;21;154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;71;0;0;0;0;22;0;0;0;0
ASV0688;43;0;40;0;0;15;0;37;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;13;68;30;0;57;0;0;0;0;0;5;0;16;29;0;0;0;0;0;0;71;17;0;0;0;0;0;0;0;0;0;0;0;0;0;26
ASV0690;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;60;0;0;0;0;78;0;115;53;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;0;0;42
ASV0691;0;40;0;0;45;0;0;0;0;0;90;0;0;0;0;0;0;56;0;64;23;0;78;15;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;0;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0701;0;0;0;0;0;0;0;0;42;0;0;50;0;0;0;0;0;96;0;0;0;0;0;92;0;0;23;0;0;57;0;0;71;34;0;47;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0
ASV0711;0;13;18;0;0;51;0;0;12;0;0;10;0;0;74;0;5;18;0;9;76;0;0;33;0;0;9;0;5;11;0;0;15;0;0;60;22;2;23;9;13;0;0;0;0;0;6;0;0;0;0;0;0;41;0;0;0;0;0;0;0;0;0
ASV0712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;78;0;0;0;0;0;52;53;0;22;62;21;0;0;0;13;0;0;67;0;26;0;0;0;0;0;0;12;0;0;29;0;0;66;0;0;0;0;0;0;0;0;0;0;0;0
ASV0719;0;22;0;0;0;0;0;0;22;0;0;31;0;0;0;0;84;26;0;106;0;0;82;31;0;0;0;0;22;0;0;36;0;0;43;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0720;0;17;34;0;25;0;0;0;0;0;0;0;3;0;33;0;0;32;0;0;0;0;0;0;0;0;0;0;39;67;0;19;0;30;0;43;27;0;0;0;21;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;19;34
ASV0724;0;13;20;0;7;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;8;0;0;8;0;0;0;0;37;0;37;27;32;0;0;0;0;21;0;0;13;0;0;69;14;0;71;0;0;64;0;0;0;74;0
ASV0727;0;0;0;0;0;0;0;0;0;0;60;0;0;15;0;0;0;0;0;0;0;0;24;0;0;32;0;0;64;0;0;17;0;0;0;0;0;0;0;33;21;0;20;0;117;0;57;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0729;0;1;93;0;0;213;0;0;31;0;0;58;0;0;25;0;5;9;0;4;39;0;0;7;0;0;0;0;0;0;0;0;0;0;0;3;7;0;1;2;6;0;0;0;12;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0731;0;39;0;0;0;0;0;40;0;0;0;0;0;0;32;0;37;35;0;69;0;0;56;36;0;0;0;0;0;0;0;0;0;0;0;0;0;67;0;0;0;0;0;0;0;50;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;10
ASV0741;0;8;108;0;0;199;0;0;25;0;0;70;0;0;22;0;2;5;0;4;20;0;0;9;0;0;0;0;0;0;0;0;4;0;0;9;2;0;6;4;5;0;0;0;7;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0742;0;0;33;0;0;130;0;0;50;0;0;54;0;0;53;0;0;14;0;0;48;0;0;23;2;0;2;0;0;17;6;0;29;11;0;15;0;9;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0744;0;0;40;0;0;28;0;0;28;0;0;46;0;0;51;0;0;26;0;0;88;0;0;25;0;0;0;0;0;0;0;0;30;17;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111;5;0;0
ASV0748;0;33;0;0;33;10;0;0;0;0;0;29;0;0;0;0;78;69;0;76;0;0;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0765;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;151;0;59;0;0;35;0;0;0;0;0;28;0;0;24;0;0;28;0
ASV0772;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;55;0;0;0;0;0;0;0;61;54;0;0;57;0;0;97;68;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0
ASV0775;0;33;8;0;68;10;0;20;2;0;0;0;0;36;1;7;38;1;0;28;0;0;12;1;4;0;0;2;0;5;10;0;4;4;0;8;17;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;46;0;0;40;0;0;30;0;0;34;0
ASV0776;0;0;40;0;10;24;0;10;111;0;16;94;15;0;0;0;0;0;0;0;0;0;0;11;70;0;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0784;0;0;0;0;0;0;0;209;0;0;226;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0785;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;91;0;53;0;161;0;0;118;12;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV0790;0;0;0;0;0;15;0;0;69;0;0;41;0;0;48;0;0;0;0;0;47;0;0;0;0;0;23;0;0;65;0;0;0;14;0;29;0;0;0;0;0;0;0;0;0;0;0;4;0;23;30;0;0;0;0;61;0;0;0;0;0;0;0
